	CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	PRICE	categorical_label
21.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.16848682092428474	0.7345539976125252	-0.2975718091089027	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.3913850530516434	19.6	2
22.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.2566551812156631	0.8231213322268944	-0.29759955856339204	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.43910847116060225	15.2	2
23.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.09277161886615193	1.1171648831466006	-0.29750682521689226	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.4133356412436364	14.5	2
24.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.14806364142176207	0.9081459734566887	-0.2972682112635994	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.4110422962086517	15.6	2
25.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	-0.01382741561042982	0.610559729152408	-0.2972250977043645	-0.640367930486919	-0.602507392142006	1.1769363371292796	-0.5817576901266905	13.9	2
26.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.09277161886615193	0.7735236248428474	3.3694227327841375	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.2204762444921	16.6	2
27.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.2093331799293301	0.7203832240742258	-0.29722603836383876	-0.640367930486919	-0.602507392142006	1.1769363371292796	-0.5494324458240549	14.8	2
28.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.43249377546909	0.9187740536104134	-0.297225019316075	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.3412590830012727	18.4	2
29.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.521658388419128	0.6672428233056042	3.0221626102193397	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.2570605581454211	21.0	2
30.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.042958985933169797	0.9081459734566887	3.017459312848259	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.03799150385120732	12.7	2
31.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.22178633816257562	1.1171648831466006	2.971994104927812	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.2188381408956829	14.5	2
32.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	-2.7998728818685863	0.4794800739231413	-0.29758928969746523	-0.640367930486919	-0.602507392142006	1.1769363371292796	-1.3551610014485362	13.2	2
33.0	0.4440937353981259	-0.49046849186367764	-0.4378779110357232	0	0.3345007075091127	0.03698146998121194	0.940030213917862	-0.29774826114860775	-0.640367930486919	-0.602507392142006	1.1769363371292796	0.022702536951311674	13.1	2
35.0	-1.3358482241493825	-0.49046849186367764	-0.7554111262307683	0	0.1599115824699008	0.15254677838573047	-0.009411613148177459	-0.29808290075656013	-0.5261228116764175	-0.7678041499767553	0.3389358890959267	0.43910847116060225	18.9	0
36.0	-0.44587724437562837	-0.49046849186367764	-0.7554111262307683	0	0.1599115824699008	0.10671915608738693	-0.2503147632992623	-0.298069104417605	-0.5261228116764175	-0.7678041499767553	0.3389358890959267	0.22790231412919207	20.0	1
37.0	-1.3358482241493825	-0.49046849186367764	-0.7554111262307683	0	0.1599115824699008	-2.799922694501519	-0.9553107468296422	-0.2976330303630163	-0.5261228116764175	-0.7678041499767553	0.3389358890959267	0.43910847116060225	21.0	0
38.0	-0.44587724437562837	-0.49046849186367764	-0.7554111262307683	0	0.1599115824699008	0.16898494725361457	-1.3556350992865918	-0.29770114978660744	-0.5261228116764175	-0.7678041499767553	0.3389358890959267	0.4012136746301479	24.7	1
39.0	-1.3358482241493825	2.7093565161901845	-1.193840015100991	0	-0.15793015798610033	0.4823064084020721	-1.6532213435908727	-0.29648315254407653	-0.7546130492974205	-0.9271974521745491	-0.08006433492074887	0.42523919404426885	30.8	0
40.0	-1.3358482241493825	2.7093565161901845	-1.193840015100991	0	-0.15793015798610033	0.6960026036845653	-1.8657829466653595	-0.29648315254407653	-0.7546130492974205	-0.9271974521745491	-0.08006433492074887	0.42512998713784117	34.9	0
41.0	-0.44587724437562837	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	-2.7994644182785353	-2.322790393275505	-0.29623246679419796	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.31362973567503366	26.6	1
42.0	-0.44587724437562837	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	0.2701045921075683	-2.1917107380462384	-0.29623246679419796	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.2913515267637575	25.3	1
43.0	-0.44587724437562837	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	0.29102589793942074	-2.1952534314308134	-0.29623246679419796	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.4124619859922134	24.7	1
44.0	-0.44587724437562837	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	0.22029195917458616	-1.008451147598264	-0.29623246679419796	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.357094084433307	21.2	1
45.0	-0.44587724437562837	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	0.027517069723945343	-1.2280981374419	-0.29671886613065723	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.43910847116060225	19.3	1
46.0	-0.44587724437562837	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	0.07932220797424676	-1.245811604364774	-0.29671886613065723	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.43910847116060225	20.0	1
47.0	-0.44587724437562837	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	-2.79983303176224	0.6034743423832585	-0.29625715910539613	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.3936783980866281	16.6	1
48.0	0.4440937353981259	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	-0.11345268147639405	0.9506582940715862	-0.2961155898545266	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.43910847116060225	14.4	2
49.0	-0.44587724437562837	-0.49046849186367764	-0.6170365599760468	0	-0.06839727335060704	-0.012333036622440357	-0.22905860299181355	-0.2959449385482459	-0.7546130492974205	-1.0393631092767004	-0.2662866567059393	0.43910847116060225	19.4	1
50.0	-0.44587724437562837	0.40548251039140376	-0.802021506442885	0	-0.10868707143657902	0.1674905682656251	-0.8065176246775017	-0.29537505568344985	-0.640367930486919	-0.9803285529071469	-0.7783980416152093	0.42447474569927424	19.7	1
51.0	-1.3358482241493825	0.40548251039140376	-0.802021506442885	0	-0.10868707143657902	0.24320577032375792	-0.1936316691460658	-0.29537505568344985	-0.640367930486919	-0.9803285529071469	-0.7783980416152093	0.4071108475772505	20.5	0
52.0	-1.3358482241493825	0.40548251039140376	-0.802021506442885	0	-0.10868707143657902	0.44046379673836716	-1.678020197282896	-0.29537505568344985	-0.640367930486919	-0.9803285529071469	-0.7783980416152093	0.43910847116060225	25.0	0
53.0	-1.3358482241493825	0.40548251039140376	-0.802021506442885	0	-0.10868707143657902	0.18492498979216887	-1.667392117129172	-0.29537505568344985	-0.640367930486919	-0.9803285529071469	-0.7783980416152093	0.43910847116060225	23.4	0
54.0	-1.3358482241493825	2.7093565161901845	-1.040899705029983	0	-2.0720984650506287	0.1301310935658885	-0.7392064503705811	-0.2949791948213839	-0.7546130492974205	0.35385242104475717	1.2234919175755776	0.43910847116060225	18.9	0
55.0	-1.3358482241493825	3.349321517800957	-1.4458273831227466	0	-0.26984626378046694	0.8080810277837752	-1.6496786502062981	-0.2938998664630104	-0.5261228116764175	-1.0806872987353877	-0.2662866567059393	0.4285154012371037	35.4	0
56.0	-1.3358482241493825	3.1359998505973663	-1.5157429534409217	0	-2.0720984650506287	0.37670362658415	-1.160786963134979	-0.29351497996147696	-0.8688581681079218	-0.567086658320274	-0.5456201393837226	0.43910847116060225	24.7	0
57.0	-1.3358482241493825	3.775964852208139	-1.43126163930646	0	-0.2340331099262696	0.5923923271839625	-0.99073768067539	-0.2941913141234384	-0.5261228116764175	-0.9035836296267278	-1.569842909202265	0.3954257085894729	31.6	0
58.0	-0.44587724437562837	0.5761398441542764	-0.876306799905946	0	-0.04601405219173373	0.25814956020365254	-1.3910620331323396	-0.29459109439998027	-0.18338745524491318	-0.7382868717919786	0.5717137913274135	0.3711817753624964	23.3	1
59.0	-0.44587724437562837	0.5761398441542764	-0.876306799905946	0	-0.04601405219173373	0.14955802040975155	-0.7533772239088801	5.133159246939432	-0.18338745524491318	-0.7382868717919786	0.5717137913274135	0.43910847116060225	19.6	1
60.0	-0.44587724437562837	0.5761398441542764	-0.876306799905946	0	-0.04601405219173373	0.05690652315440479	-0.08026548083967294	-0.2950531149783995	-0.18338745524491318	-0.7382868717919786	0.5717137913274135	0.41956043491002226	18.7	1
61.0	-0.44587724437562837	0.5761398441542764	-0.876306799905946	0	-0.04601405219173373	0.16898494725361457	0.8833471197646657	-0.2953720769284482	-0.18338745524491318	-0.7382868717919786	0.5717137913274135	0.2335810732634387	16.0	1
62.0	-0.44587724437562837	0.5761398441542764	-0.876306799905946	0	-0.04601405219173373	0.41306684862522697	-0.023582386686476754	-0.2950530365901099	-0.18338745524491318	-0.7382868717919786	0.5717137913274135	0.43910847116060225	22.2	1
64.0	-1.3358482241493825	0.2561573433488902	-1.4225221930166887	0	-2.0720711575208153	0.7358527100309511	-0.3176259376061829	-0.29348730889527713	-0.7546130492974205	-1.139721855104941	0.05960240641814354	0.39913874340801925	33.0	0
65.0	-1.3358482241493825	2.9226781833937756	-1.132663891072588	0	-0.29222948493934026	-2.799703518916614	-1.794929078973864	-0.29553434068775053	-0.640367930486919	-0.42540372303334617	-1.1042871047392906	0.43910847116060225	23.5	0
66.0	-1.3358482241493825	2.9226781833937756	-1.132663891072588	0	-0.29222948493934026	0.07982033430357657	-1.3237508588254188	-0.29553434068775053	-0.640367930486919	-0.42540372303334617	-1.1042871047392906	0.43910847116060225	19.4	0
67.0	-1.3358482241493825	0.04283567614529938	-0.7393888080328532	0	-0.24298639838981892	0.1251498302725903	-1.667392117129172	4.792954070431255	-0.640367930486919	-0.3781760779377035	0.1992691477570343	0.4315731946170825	22.0	0
68.0	-0.44587724437562837	0.04283567614529938	-0.7393888080328532	0	-0.24298639838981892	-0.016318047257078926	-1.1218173359046568	4.792954070431255	-0.640367930486919	-0.3781760779377035	0.1992691477570343	0.43910847116060225	17.4	1
69.0	-0.44587724437562837	0.04283567614529938	-0.7393888080328532	0	-0.24298639838981892	0.12863671457789905	-1.2564396845184982	4.792954070431255	-0.640367930486919	-0.3781760779377035	0.1992691477570343	0.43910847116060225	20.9	1
70.0	-0.44587724437562837	-0.49046849186367764	-0.04897255114087457	0	-0.22507982146272026	0.3936399217813639	-2.1917107380462384	-0.29657235841754803	-0.640367930486919	-0.6143143034159168	0.3389358890959267	0.29528297539515924	24.2	1
71.0	-0.44587724437562837	-0.49046849186367764	-0.04897255114087457	0	-0.22507982146272026	0.16649431560696548	-1.805557159127588	-0.29657235841754803	-0.640367930486919	-0.6143143034159168	0.3389358890959267	0.22113148593066695	21.7	1
72.0	-0.44587724437562837	-0.49046849186367764	-0.04897255114087457	0	-0.22507982146272026	0.21829945385726687	-2.149198417431341	-0.29657235841754803	-0.640367930486919	-0.6143143034159168	0.3389358890959267	0.3736935342103366	22.8	1
73.0	-0.44587724437562837	-0.49046849186367764	-0.04897255114087457	0	-0.22507982146272026	0.3079621931366347	-2.2058815115845376	-0.29657235841754803	-0.640367930486919	-0.6143143034159168	0.3389358890959267	0.2236432447785071	23.4	1
74.0	-1.3358482241493825	-0.49046849186367764	0.24525547394811198	0	-0.11764035990012835	0.3219097303578697	-2.212966898353687	-0.2973843043203756	-0.5261228116764175	-0.06529292917907113	0.10615798686443992	0.4174855036878936	24.1	0
75.0	-0.44587724437562837	-0.49046849186367764	0.24525547394811198	0	-0.11764035990012835	0.32838537263915735	-0.8313164783695252	-0.2971874713253959	-0.5261228116764175	-0.06529292917907113	0.10615798686443992	0.28982263007376813	21.4	1
76.0	-0.44587724437562837	-0.49046849186367764	0.24525547394811198	0	-0.11764035990012835	0.3248984883338486	0.21377807008003324	-0.297540532181385	-0.5261228116764175	-0.06529292917907113	0.10615798686443992	0.1853116206223412	20.0	1
77.0	-0.44587724437562837	-0.49046849186367764	0.24525547394811198	0	-0.11764035990012835	-2.7997782378660134	-0.8029749312929271	-0.2975105094664996	-0.5261228116764175	-0.06529292917907113	0.10615798686443992	0.3305568061713458	20.8	1
78.0	-1.3358482241493825	-0.49046849186367764	0.24525547394811198	0	-0.11764035990012835	0.30148655085534704	-0.5231021539115197	-0.29678651522451127	-0.5261228116764175	-0.06529292917907113	0.10615798686443992	0.32444121941138765	21.2	0
79.0	-0.44587724437562837	-0.49046849186367764	0.24525547394811198	0	-0.11764035990012835	0.12315732495527101	-1.1289027226738062	-0.2971874713253959	-0.5261228116764175	-0.06529292917907113	0.10615798686443992	0.42993509102066535	20.3	1
80.0	-1.3358482241493825	0.5761398441542764	-0.9156343082099193	0	-0.16688344644964964	0.5480590838736085	-1.2387262175956242	-0.29648346609723464	-0.640367930486919	-0.7559972387028446	0.24582472820333234	0.43910847116060225	28.0	0
81.0	-1.3358482241493825	0.5761398441542764	-0.9156343082099193	0	-0.16688344644964964	0.4942614403059878	0.06852764131246768	-0.29648346609723464	-0.640367930486919	-0.7559972387028446	0.24582472820333234	0.42523919404426885	23.9	0
82.0	-1.3358482241493825	0.5761398441542764	-0.9156343082099193	0	-0.16688344644964964	0.3363553939084345	-1.2847812315950962	-0.29648346609723464	-0.640367930486919	-0.7559972387028446	0.24582472820333234	0.43910847116060225	24.8	0
83.0	-1.3358482241493825	0.5761398441542764	-0.9156343082099193	0	-0.16688344644964964	0.26910833944890866	-0.771090690831754	-0.29648346609723464	-0.640367930486919	-0.7559972387028446	0.24582472820333234	0.3707449477367849	22.9	0
84.0	-1.3358482241493825	-0.49046849186367764	-0.9695275603301794	0	-0.06392062911883238	0.37969238456012894	-0.725035676832282	-0.29697049254001007	-0.7546130492974205	-0.9567147303593257	0.013046825971845515	0.43910847116060225	23.9	0
85.0	-1.3358482241493825	-0.49046849186367764	-0.9695275603301794	0	-0.06392062911883238	-2.799534155964642	-0.4380775126817252	-0.2972383453252931	-0.7546130492974205	-0.9567147303593257	0.013046825971845515	0.38887329420380384	26.6	0
86.0	-1.3358482241493825	-0.49046849186367764	-0.9695275603301794	0	-0.06392062911883238	0.19339313739077582	-0.8277737849849504	-0.29724657609569244	-0.7546130492974205	-0.9567147303593257	0.013046825971845515	0.4291706426756707	22.5	0
87.0	-1.3358482241493825	-0.49046849186367764	-0.9695275603301794	0	-0.06392062911883238	0.24619452829973687	-0.4132786589897019	-0.2977793029112569	-0.7546130492974205	-0.9567147303593257	0.013046825971845515	0.41999726253573316	22.2	0
88.0	-1.3358482241493825	-0.49046849186367764	-1.126837593546073	0	0.11514514015215419	0.6875344560859585	0.6318158894598566	-0.2980347703467961	-0.8688581681079218	-0.8209352507093531	-0.3128422371522357	0.43910847116060225	23.6	0
89.0	-1.3358482241493825	-0.49046849186367764	-1.126837593546073	0	0.11514514015215419	0.7233995517977057	-0.190088975761491	-0.2980404143036414	-0.8688581681079218	-0.8209352507093531	-0.3128422371522357	0.42993509102066535	28.7	0
90.0	-1.3358482241493825	-0.49046849186367764	-1.126837593546073	0	0.11514514015215419	0.3936399217813639	-0.08380817422424801	-0.2982929813724684	-0.8688581681079218	-0.8209352507093531	-0.3128422371522357	0.3875628113266699	22.6	0
91.0	-1.3358482241493825	-0.49046849186367764	-1.126837593546073	0	0.11514514015215419	0.3876624058294061	0.1925219097725848	-0.29829313814904745	-0.8688581681079218	-0.8209352507093531	-0.3128422371522357	0.4025241575072818	22.0	0
92.0	-1.3358482241493825	0.7041328444764309	0.5671584122880428	0	0.003229034357787573	0.4060930800146095	-0.5266448472960945	-0.2978433461437931	-0.640367930486919	-0.8209352507093531	-0.1266199153670469	0.4184683658457438	22.9	0
93.0	-1.3358482241493825	0.7041328444764309	0.5671584122880428	0	0.003229034357787573	0.29102589793942074	-1.401690113286064	-0.2978433461437931	-0.640367930486919	-0.8209352507093531	-0.1266199153670469	0.4328836774942164	25.0	0
94.0	-1.3358482241493825	0.7041328444764309	0.5671584122880428	0	0.003229034357787573	0.30995469845395396	0.3129734848481268	2.533019683626938	-0.640367930486919	-0.8209352507093531	-0.1266199153670469	0.43910847116060225	20.6	0
95.0	-0.44587724437562837	-0.49046849186367764	-1.2025794613907628	0	-0.08182720604593102	0.49725019828196676	-0.3778517251439542	-0.29797715495400035	-0.8688581681079218	-0.7855145168876212	-0.2197310762596413	0.014075191343514018	28.4	1
96.0	-0.44587724437562837	-0.49046849186367764	-1.2025794613907628	0	-0.08182720604593102	0.26711583413158935	0.04018609423586908	-0.29797715495400035	-0.8688581681079218	-0.7855145168876212	-0.2197310762596413	0.3837405696016959	21.4	1
97.0	-0.44587724437562837	-0.49046849186367764	-1.2025794613907628	0	-0.08182720604593102	1.2165446178342285	0.26691847084865483	-0.29797715495400035	-0.8688581681079218	-0.7855145168876212	-0.2197310762596413	0.43910847116060225	38.7	1
98.0	-1.3358482241493825	-0.49046849186367764	-1.2025794613907628	0	-0.08182720604593102	-2.7989413856327396	-1.118274642520082	-0.29797715495400035	-0.8688581681079218	-0.7855145168876212	-0.2197310762596413	0.40230574369442573	43.8	0
99.0	-1.3358482241493825	-0.49046849186367764	-1.2025794613907628	0	-0.08182720604593102	0.8912681247818554	-0.2113451360689397	-0.29797715495400035	-0.8688581681079218	-0.7855145168876212	-0.2197310762596413	0.43910847116060225	33.2	0
100.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.5480590838736085	0.4050835128470712	-0.2985395125430026	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.4157381931850482	27.5	1
101.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.5749579056574188	0.10041188177364035	-0.29847813451231	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.42469315951212966	26.5	1
102.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.3876624058294061	0.5999316489986838	-0.29858897555368846	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	-3.1221287474507187	18.6	1
103.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.254164549569014	0.6707855166901794	-0.29858897555368846	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.4125711928986417	19.3	1
104.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.26910833944890866	0.7628955446891232	1.5970635067818624	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.39313236355448883	20.1	1
105.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.11170041938068513	1.0002560014556332	-0.2990654195773789	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.40798450282867293	19.5	1
106.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.10422852444073781	0.8302067189960441	1.432448098794035	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.42567602166998036	19.5	1
107.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.2491832862757158	0.5928462622295341	-0.2990532693925036	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.33852891034057714	20.4	1
108.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.4220331225531638	1.014426774993932	-0.29880987375355017	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.42098012469358387	19.8	1
109.0	0.4440937353981259	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.29999217186735755	0.8054078653040206	-0.298721922092711	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.37718815521602683	19.4	2
110.0	-0.44587724437562837	-0.49046849186367764	-0.37670178700732004	0	-2.071606034185134	0.2830558766701436	-0.4983033002194965	-0.2985395125430026	-0.5261228116764175	-0.14794130809644573	1.1303807566829815	0.40186891606871483	21.7	1
111.0	-0.44587724437562837	-0.49046849186367764	-0.1654985016711664	0	0.37479050559508464	0.5420815679216506	0.465309300384842	-0.2986181359973891	-0.4118776928659161	0.13542456247741003	-0.3128422371522357	-4.267517507232951e-17	22.8	1
112.0	-0.44587724437562837	-0.49046849186367764	-0.1654985016711664	0	0.37479050559508464	0.14258425179913406	0.865633652841792	-0.298872192443717	-0.4118776928659161	0.13542456247741003	-0.3128422371522357	0.41781312440717683	18.8	1
113.0	-0.44587724437562837	-0.49046849186367764	-0.1654985016711664	0	0.37479050559508464	0.23174886474917203	0.9542009874561612	1.6966166344697389	-0.4118776928659161	0.13542456247741003	-0.3128422371522357	0.43910847116060225	18.7	1
114.0	-0.44587724437562837	-0.49046849186367764	-0.1654985016711664	0	0.37479050559508464	0.3124453301006031	0.5574193283837865	-0.29894815069625996	-0.4118776928659161	0.13542456247741003	-0.3128422371522357	0.3499956355154987	18.5	1
115.0	-0.44587724437562837	-0.49046849186367764	-0.1654985016711664	0	0.37479050559508464	0.15005614673908138	0.6991270637667775	-0.2987862004901158	-0.4118776928659161	0.13542456247741003	-0.3128422371522357	-0.1286582353576511	18.3	1
116.0	-0.44587724437562837	-0.49046849186367764	-0.1654985016711664	0	0.37479050559508464	0.273591476412877	0.14292420238853773	-0.29857690375710266	-0.4118776928659161	0.13542456247741003	-0.3128422371522357	0.3997939848465862	21.2	1
118.0	-0.44587724437562837	-0.49046849186367764	-0.1654985016711664	0	0.37479050559508464	0.12216107229661138	0.16418036269598618	-0.2987749125764252	-0.4118776928659161	0.13542456247741003	-0.3128422371522357	-0.19724017259432453	20.4	1
119.0	-0.44587724437562837	-0.49046849186367764	-0.1654985016711664	0	0.37479050559508464	0.05192525986110658	-0.11569241468542069	-0.2985540927648529	-0.4118776928659161	0.13542456247741003	-0.3128422371522357	0.3801367416895779	19.3	1
120.0	-1.3358482241493825	-0.49046849186367764	2.112583831196037	0	0.5269964094754233	-2.7999127319749326	0.04372878762044415	-0.29894721003678576	-0.8688581681079218	-1.3050186129396901	0.2923803086496303	0.35447311867903913	22.0	0
